Price,Close,High,Low,Open,Volume,Daily Return
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,
Date,,,,,,
2007-10-05,52.25092315673828,56.87352079210541,43.1875167592935,46.64148069529059,855215656,
2007-10-08,49.5760498046875,54.016858381224836,49.264412755599565,54.016858381224836,126671715,-0.051192843885779826
2007-10-09,52.952110290527344,53.41956240993151,46.927152293996336,49.602023852818455,116725709,0.06809861816623863
2007-10-10,53.445526123046875,54.53625229612375,52.97807406164678,54.328493084779,67931378,0.009318152379808042
2007-10-11,59.41854476928711,62.32714565110846,52.97807591685675,62.32714565110846,106320954,0.11175900172614339
2007-10-12,59.02900314331055,61.236422496297756,57.65261366156752,58.17200645050569,99410791,-0.006555893071583774
2007-10-15,59.80808639526367,60.613149365105215,59.28869365783617,60.24957163102002,41814972,0.013198312871075757
2007-10-16,65.91094970703125,66.949742205277,59.470481304081716,59.88599266760825,138614496,0.10204077206942497
2007-10-17,71.05294799804688,72.71500060587947,55.10758390026759,59.2107888242532,204876259,0.07801432559948518
2007-10-18,68.55986022949219,77.62326694998494,65.6252924665311,72.1956096460106,146617799,-0.03508774567134387
2007-10-19,68.32613372802734,71.10488631487198,64.9241070310571,67.00167800518918,110266491,-0.003409086609606371
2007-10-22,67.41719818115234,69.52073602931264,65.18380509901479,66.94974610875174,72253405,-0.013302897402230118
2007-10-23,72.2215805053711,72.87082144558245,69.07925012791905,69.07925012791905,74594921,0.07126345285529667
2007-10-24,71.10488891601562,74.53288255767866,70.29982590725984,73.75378636916345,63055170,-0.015462020929774889
2007-10-25,70.94906616210938,72.61112580374328,62.664748863355165,68.68970625838412,34522489,-0.0021914492277781417
2007-10-26,73.07856750488281,74.24720104322347,70.24787456079424,72.19559712469533,62370025,0.030014508406746465
2007-10-29,74.55884552001953,76.35075327592689,73.90960460044656,74.27318233329336,43657697,0.02025598018239494
2007-10-30,76.22090148925781,78.27249847130612,73.33826771577914,75.57166060037268,79921711,0.02229186835775243
2007-10-31,77.80504608154297,79.51904624712627,76.3507493150309,76.61044566938766,44655368,0.020783598216932875
2007-11-01,76.0650863647461,80.32410980093823,75.44181928157917,79.72680953780174,50632492,-0.022363070320314704
2007-11-02,77.44147491455078,77.90893402768407,72.71499945673308,73.31230675802226,32001693,0.01809487920916375
2007-11-05,79.02562713623047,80.76559426864995,76.92208225863136,77.38954137235233,38833135,0.02045612152180265
2007-11-06,80.06441497802734,85.1284944701781,78.97368875539027,80.402018868561,81880281,0.01314494904300001
2007-11-07,78.8957748413086,82.68733892498679,77.1298409810299,81.54467915408398,33593141,-0.014596248995755068
2007-11-08,77.54534912109375,79.64889380177094,75.83135601362144,76.87014142292936,27990521,-0.017116578459760334
2007-11-12,79.41516876220703,80.81753196204139,73.1564820900157,75.20808620741879,35153735,0.02411259556254497
2007-11-13,81.31095886230469,82.94704472720406,78.19460215022379,80.76559925557673,43830531,0.02387188908172222
2007-11-14,80.24620056152344,83.88194979124285,79.83068213701222,82.73928292973075,36738579,-0.013094892935457292
2007-11-15,81.59662628173828,83.0249563917401,80.06441480039568,81.7524412940342,29242252,0.016828531578632067
2007-11-16,81.02529907226562,82.86914072027878,80.090387792304,81.23305478624071,18895294,-0.0070018484281442195
2007-11-19,83.95986938476562,86.99831880180304,82.24587589039375,82.86914304983988,40716718,0.03621795101160541
2007-11-20,82.66136932373047,85.95951443327446,81.64855072377033,83.62224724387211,26342171,-0.015465722738139065
2007-11-21,76.22090148925781,83.6482144402179,74.37705313799535,83.15479559149391,26814499,-0.07791387787503934
2007-11-22,73.59797668457031,78.48027464148738,70.40371237276467,75.41585148499645,34096185,-0.034412146188761095
2007-11-23,78.48026275634766,78.94771479672264,74.06541757918617,78.4283220752583,27664090,0.06633723224080024
2007-11-26,79.10353088378906,81.38885748073669,78.48026383628412,81.38885748073669,20159123,0.007941718153727795
2007-11-27,77.15581512451172,80.45396065821008,76.35075914029224,80.45396065821008,20573198,-0.024622361827801753
2007-11-28,76.01314544677734,79.20741653647964,75.49375269004072,78.84383878887796,16435311,-0.014809897036151654
2007-11-29,73.96155548095703,78.32445365311165,73.00067737855781,77.90894222517913,25530967,-0.026989936461145225
2007-11-30,76.81820678710938,77.28565884913134,74.27318374302095,75.31196923405419,18437721,0.03862346171029141
2007-12-03,77.90894317626953,78.86982129039887,77.15582077864266,77.75312110535575,16851227,0.014198930628294582
2007-12-04,76.89611053466797,79.07756277718956,76.32477713355854,78.42832187700036,14008727,-0.01300021024941922
2007-12-05,79.96052551269531,80.24619573324253,76.870143080206,77.02595807707571,27725290,0.03985136513043508
2007-12-06,78.48026275634766,82.92106770698186,77.46744413160636,81.70049340259774,24104710,-0.01851241905748402
2007-12-07,78.14265441894531,80.09037718842761,76.74029825174699,78.97368420953407,11742386,-0.004301824758799477
2007-12-10,78.22056579589844,79.18143668746873,77.2077471789224,78.89577351073939,8330010,0.000997040317256337
2007-12-11,77.85699462890625,79.3632322274398,77.46745005800713,78.92174697147776,11685950,-0.0046480252768927866
2007-12-12,77.80504608154297,78.50622764724912,76.3507493150309,76.87014202374442,16342131,-0.0006672303190083939
2007-12-13,76.5065689086914,78.9477176042721,76.22090571961309,77.908932124402,14620172,-0.016688855520896495
2007-12-14,75.75345611572266,76.94806379417983,75.36391151193102,76.24688209841172,10991851,-0.009843766407399257
2007-12-17,71.18279266357422,76.61044956339703,70.11803332976248,76.19493114847727,19355678,-0.06033603859824155
2007-12-18,70.87115478515625,73.23438888441345,68.66373568672589,70.37772887468003,21607783,-0.0043779945511668306
2007-12-19,69.57266998291016,73.77975231691705,68.97536977903532,73.15647825087365,19526912,-0.01832176724342094
2007-12-20,68.87149810791016,71.0529506012115,68.55986103105062,70.48161713442158,17105204,-0.010078266008365588
2007-12-24,70.97504425048828,72.09173733645451,69.33895133147657,69.9102848075826,16711519,0.030543057728789513
2007-12-26,73.13053131103516,74.0135019704779,71.36459703686602,71.36459703686602,20930094,0.030369647293767565
2007-12-27,73.64990234375,75.67553244191026,73.02662829290948,74.63674705365226,44565277,0.007101972642669319
2007-12-28,74.22125244140625,74.53288953705146,72.71500765324038,73.49409686999547,18354518,0.007757649086750362
2007-12-31,74.76660919189453,75.2080944733065,73.85767180739985,74.79258305828088,11982308,0.007347716894413825
2008-01-01,76.14299774169922,76.84417941004538,74.45497119128444,75.1561528596306,16687746,0.01840913430047464
2008-01-02,75.72748565673828,76.71433053000993,74.61079258843837,76.14299706294251,13437280,-0.005456996667907443
2008-01-03,78.84383392333984,79.15547096709338,74.3510882637633,75.26002553196089,31815218,0.041152142311016604
2008-01-04,78.42831420898438,81.02527755583347,77.90892153961455,79.98649221709383,28011310,-0.005270161199409484
2008-01-07,77.77909088134766,79.57099176722515,76.94806101433763,77.93490589934899,15858063,-0.008277920215226886
2008-01-08,75.13018035888672,78.94771844710785,74.22124305429668,77.85699227265681,13282666,-0.034056846029505095
2008-01-09,73.9355697631836,75.54568861660081,73.75378090083227,75.20808475492818,13113527,-0.015900542099015702
2008-01-10,72.16963195800781,76.35074738424684,71.6762060793221,74.27317660193108,18023003,-0.023884820402846674
2008-01-11,73.26036834716797,73.96154999391128,70.37773425382663,73.15648697553367,11629440,0.015113509097494093
2008-01-14,74.37705993652344,75.15614907439921,72.2215813973435,73.39021510415716,10264240,0.015242778797721401
2008-01-15,72.1176986694336,75.88329609824302,71.52039841725511,75.57166608473426,11558334,-0.03037712527247083
2008-01-16,70.6374282836914,72.19560653797659,68.84552751809248,71.59830628277695,14834065,-0.020525757380685627
2008-01-17,72.53321075439453,74.14332954386374,69.39088067202256,70.8971181029269,16169395,0.026838214764690393
