Price,Close,High,Low,Open,Volume,Daily Return
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
Date,,,,,,
2000-01-03,17.7910213470459,17.7910213470459,16.787315551405133,16.787315551405133,62409578,
2000-01-04,19.21529197692871,19.21529197692871,17.76274671105177,18.264598685601865,132872110,0.08005558546076985
2000-01-05,19.96807098388672,20.34976207093446,18.140903466564115,18.140903466564115,375789847,0.039176037910943595
2000-01-06,20.805667877197266,21.254509183741906,20.427513110209283,20.427513110209283,219621124,0.041946810685240754
2000-01-07,22.23347282409668,22.470263939160887,20.710244911741587,20.85161231893391,278281260,0.06862576848418644
2000-01-10,21.80583953857422,22.5268105317631,21.579653559872455,22.434923126931192,187897934,-0.019233760236457176
2000-01-11,20.392169952392578,21.97901369262455,20.063491434000415,21.766963522834907,175675797,-0.06482986283013226
2000-01-12,21.3251895904541,21.558444383352942,19.943329161917788,20.427510852663005,169586471,0.045753818266508484
2000-01-13,22.04262924194336,22.364240829709313,21.494833558797048,21.629132135471952,239139851,0.03364282640705851
2000-01-14,22.3571720123291,22.735328680350563,21.876524672946726,21.876524672946726,188507616,0.014269748265203441
2000-01-17,21.823511123657227,22.823680616886264,21.703348350310648,22.495003976943895,150255809,-0.023869784978958086
2000-01-18,22.208736419677734,22.544483815904204,21.59732490651779,21.841183005069283,141210936,0.01765184776353035
2000-01-19,22.590425491333008,22.96504771550401,22.350101835978887,22.820145882815183,160790093,0.017186438005409643
2000-01-20,22.113313674926758,22.965048829844367,21.950741615941705,22.61870007114701,216069957,-0.021120089862375457
2000-01-21,23.067537307739258,23.21243913368782,22.053230190235737,22.10270830991218,239994540,0.0431515442162993
2000-01-24,23.053403854370117,23.45629958302894,22.760067639578264,23.007458263104645,184344232,-0.0006126988408250433
2000-01-25,22.615163803100586,22.993320436034224,22.495002923427133,22.97564833016644,136584272,-0.01900977634530343
2000-01-26,22.615163803100586,22.615163803100586,22.615163803100586,22.615163803100586,0,0.0
2000-01-27,23.675418853759766,23.80618112179034,22.809545998393386,23.25485101335701,210269961,0.046882483801148345
2000-01-28,23.915739059448242,24.166665978531615,23.43862617030197,23.74256563262382,164331247,0.010150621079732858
2000-01-31,23.19476890563965,23.74963530646584,23.081674972627003,23.640075794865542,142723553,-0.030146262760956333
2000-02-01,23.611801147460938,23.852124799241132,23.184166386380806,23.382078871349474,149956451,0.01797958166851532
2000-02-02,24.04296875,24.52008352648515,23.92987670915884,24.237348704268353,139355731,0.018260682437833742
2000-02-03,24.14899444580078,24.279760484404843,23.777906634315453,24.173735395409032,94831223,0.004409842099918793
2000-02-04,24.325702667236328,24.55188862854949,24.152529247110913,24.31510129182607,99528064,0.007317415299926688
2000-02-07,24.286827087402344,24.700326061325402,23.894534641407837,24.11011923765014,114747088,-0.0015981277238229508
2000-02-08,24.202007293701172,24.5200825398624,24.106583587025515,24.421124412045554,90057597,-0.0034924197136136925
2000-02-09,24.767475128173828,25.067878269852166,24.371646391385845,24.66851699995409,160165902,0.02336450144859792
2000-02-10,25.145631790161133,25.71463399067823,24.378717094191575,24.654383084909657,151143675,0.015268276642262046
2000-02-11,25.679290771484375,26.435604064923155,25.449570379238157,25.728770781672477,114214724,0.021222731080157153
2000-02-14,24.887638092041016,25.509652842482012,24.739201831299837,25.375354267547443,71806185,-0.030828447969538653
2000-02-15,24.339841842651367,25.05020956046788,24.177269787978723,24.880568663058444,113776526,-0.02201077689107156
2000-02-16,24.608436584472656,25.007797870081223,24.25148646635396,24.739200732145765,110304203,0.011035188460042589
2000-02-17,25.060813903808594,25.219851543961745,24.56249445422551,24.57663025226225,107425289,0.01838301745757298
2000-02-18,24.700326919555664,25.301137028070773,24.59783624985554,25.22691795383321,70451511,-0.014384488294617803
2000-02-21,24.43172836303711,24.880567763826345,24.148993544239964,24.626108314954454,41234633,-0.010874291558704008
2000-02-22,23.633005142211914,24.52714949751071,23.50224100019714,24.456466738813546,100723088,-0.03269204736385278
2000-02-23,23.311397552490234,24.36458151280214,23.134689695975514,24.36458151280214,67665446,-0.013608408570404018
2000-02-24,23.80264663696289,24.081845145789647,23.276053746260743,23.530515082554597,79319185,0.021073343344881534
2000-02-25,23.22657585144043,24.237348587910486,23.049868004437432,24.13132350209958,54786600,-0.0242019635172791
2000-02-28,23.54465103149414,23.837987227143312,21.91186358254496,22.96151306145062,70386208,0.013694449930465646
2000-02-29,21.97194480895996,24.233815799869685,21.660938397330362,23.88393264276362,139625441,-0.06679675228273607
2000-03-01,22.39251136779785,23.314931141506403,21.134348000330736,22.26528164012806,150769883,0.019141071147529276
2000-03-02,20.62189292907715,22.76006680580653,20.604220822297172,22.537413364743603,175562684,-0.07907190085284443
2000-03-03,18.97496795654297,20.222529970779796,18.97496795654297,20.222529970779796,64935300,-0.07986293878056139
2000-03-06,17.950056076049805,20.063490747171237,17.45880741394185,18.974966453644576,146075956,-0.05401389255783973
2000-03-07,17.126596450805664,18.30701016462507,16.964024389139176,18.165642744035583,133888438,-0.04587504472160708
2000-03-08,16.46570587158203,17.706199015085712,16.257190118348067,17.451739560844906,101621246,-0.038588553255281655
2000-03-09,16.349077224731445,17.133663989203615,15.843690858658082,16.67422132330632,77665531,-0.0070831246325050445
2000-03-10,15.327702522277832,16.596470098262206,15.168664890616148,16.539923133043082,92389443,-0.06247292666209736
2000-03-13,14.362873077392578,16.221847428203876,14.157891750086502,15.543286696111428,150763063,-0.06294677519236402
2000-03-14,15.49380874633789,15.515013385941154,13.93523847079189,14.525445286681807,141532996,0.07874021185395175
2000-03-15,16.734302520751953,16.734302520751953,15.267620616390618,15.83308836130156,79982280,0.08006383677010764
2000-03-16,16.600004196166992,17.51535510974315,16.26425683272571,16.92868082903667,147946692,-0.008025331466215535
2000-03-17,16.600004196166992,16.600004196166992,16.600004196166992,16.600004196166992,0,0.0
2000-03-20,16.600004196166992,16.600004196166992,16.600004196166992,16.600004196166992,0,0.0
2000-03-21,16.815587997436523,17.161936720320746,16.087548228746677,16.87920191304049,95762643,0.012986972697230481
2000-03-22,17.204347610473633,17.56483405154389,17.0488443959122,17.31744154398945,69064318,0.023119002029329927
2000-03-23,17.031173706054688,17.373988030508766,16.86153281047005,17.33511128392019,60024739,-0.010065705968038019
2000-03-24,17.00643539428711,17.172539987816272,16.797919630969872,16.907477256812044,36941526,-0.0014525312344612074
2000-03-27,18.36709213256836,18.36709213256836,17.176077004740723,17.176077004740723,58001578,0.08000834429643788
2000-03-28,19.837305068969727,19.837305068969727,18.596810090173634,18.596810090173634,98405624,0.0800460369986602
2000-03-29,19.176416397094727,20.49112672883499,19.013844344279804,20.130642186016214,143934962,-0.03331544630569738
2000-03-30,20.71024513244629,20.71024513244629,18.257530503760297,19.013843780242222,240432206,0.07998516008360879
2000-03-31,22.367773056030273,22.367773056030273,19.798431803090647,20.99297940272703,275945423,0.08003420109147674
2000-04-03,23.22657585144043,23.587062276024845,22.48440025076408,23.159427511514778,299036394,0.03839464900054623
2000-04-04,21.37113380432129,23.04279791399061,21.37113380432129,23.04279791399061,189486468,-0.07988444181297916
2000-04-05,21.36406898498535,22.053232074297153,19.667665646326046,21.44535312565133,352720260,-0.00033057765678812245
2000-04-06,23.053403854370117,23.074608495237285,21.3852739720586,21.41708187738218,227418526,0.07907364793532667
2000-04-07,24.89824104309082,24.89824104309082,23.31139722595986,23.31139722595986,163657523,0.08002450312217069
2000-04-10,25.76764488220215,26.859703622664696,25.410692885747906,26.145801517801722,309647520,0.03491828348864767
2000-04-11,25.0042667388916,25.375354562996712,24.491811495302652,25.304669909231958,136676715,-0.029625452648092687
2000-04-12,23.887466430664062,25.44603676799809,23.636541390660906,25.233986587467815,241770257,-0.044664389477595434
2000-04-13,21.979013442993164,23.40328323042502,21.979013442993164,23.40328323042502,3153974,-0.07989348695519416
2000-04-14,21.979013442993164,21.979013442993164,21.979013442993164,21.979013442993164,0,0.0
2000-04-17,21.091936111450195,21.261577001241676,20.222528911325753,20.222528911325753,223113571,-0.040360197869835024
2000-04-18,21.20856475830078,21.834112008143876,20.78092810658126,21.00004712030754,122899571,0.0055295372712262925
2000-04-19,22.25467872619629,22.904966948141645,21.424150117925382,21.749294228898062,228183965,0.0493250712538702
2000-04-20,23.873329162597656,24.035901209396833,21.858850683594074,22.12391339293066,271517327,0.07273303992908375
2000-04-21,23.873329162597656,23.873329162597656,23.873329162597656,23.873329162597656,0,0.0
2000-04-24,23.816783905029297,25.488448192200142,22.830750178079192,24.456468874441537,246733265,-0.002368553509367599
2000-04-25,23.470434188842773,23.997025202518806,22.02849225047354,22.78127112336619,221403241,-0.014542253797473759
2000-04-26,25.301136016845703,25.35061413899613,24.03236750722163,24.03236750722163,238053151,0.07800033920434224
2000-04-27,24.43172836303711,25.87013585352528,23.912204313525816,25.502582477134528,413796521,-0.03436239595051127
2000-04-28,24.38932228088379,24.873504069494473,24.053574875562358,24.56249572805458,188028343,-0.001735697185364815
2000-05-01,24.38932228088379,24.38932228088379,24.38932228088379,24.38932228088379,0,0.0
2000-05-02,23.265451431274414,25.067879834039957,22.989787332438727,24.59783577583692,230017702,-0.046080446052011004
2000-05-03,23.184165954589844,23.59766302301649,21.855316108048854,23.113481307235606,192704191,-0.003493827614937328
2000-05-04,23.834453582763672,24.240883719632382,23.396217429655955,23.396217429655955,158631859,0.028048782494376923
2000-05-05,23.703689575195312,24.141927618990493,23.19123434631903,23.926343018484232,156073814,-0.005486343838942642
2000-05-08,22.901432037353516,23.82031738454886,22.78127115302244,23.396217036011183,82504670,-0.03384526005104782
2000-05-09,23.208908081054688,23.45630060338842,22.505607264039167,22.724726301304884,85940035,0.013426061881181006
2000-05-10,22.98978614807129,23.671880349337147,22.8519531617314,23.325531616913164,93165917,-0.009441285743307604
2000-05-11,22.388978958129883,22.904966714318974,22.19459900019868,22.904966714318974,90033846,-0.026133657184619352
2000-05-12,22.32889747619629,22.795407107590112,22.145120783097607,22.590425774527272,57913070,-0.002683529340304136
